VB,abalahin,,
VB,kumakain,,
VB,naghuhugas,,
VB,sumisipol,,
VB,naglakad,,
VB,naglalakad,,
VB,aabalahin,,
VB,susunod,,
VB,gagawing,,
VB,isinasapubliko,,
VB,inabala,,
VB,abangan,,
VB,aabangan,,
VB,mag-aabang,,
VB,umabang,,
VB,abisuhan,,
VB,aabisuhan,,
VB,mag-aabiso,,
VB,abonohan,,
VB,mag-aabono,,
VB,aabonohan,,
VB,absuweltuhin,,
VB,aabswelrtuhin,,
VB,aabuluyan,,
VB,magaabuloy,,
VB,abuluyan,,
VB,abusuhin,,
VB,aabusuhin,,
VB,inabuso,,
VB,abutan,,
VB,aabutin,,
VB,aabutan,,
VB,inabutan,,
VB,abutin,,
VB,adhikain,,
VB,agahan,,
VB,aagahan,,
VB,inagahan,,
VB,inagapan,,
VB,aagapan,,
VB,agapan,,
VB,agawan,,
VB,aagawan,,
VB,aagawin,,
VB,inagawan,,
VB,agawin,,
VB,agnasin,,
VB,aaganasin,,
VB,inaagnas,,
VB,agusan,,
VB,inagusan,,
VB,aagusan,,
VB,agwatan,,
VB,inagwatan,,
VB,aagwatan,,
VB,ahitan,,
VB,inahitan,,
VB,aahitan,,
VB,aahitin,,
VB,ahitin,,
VB,ahunin,,
VB,inahon,,
VB,aahunin,,
VB,inakala,,
VB,aakalain,,
VB,akalain,,
VB,akapin,,
VB,aakapin,,
VB,akayin,,
VB,inakay,,
VB,aakayain,,
VB,akbayan,,
VB,aakbayan,,
VB,inakbayan,,
VB,akitin,,
VB,inakit,,
VB,aakitin,,
VB,inaksaya,,
VB,aksyahahin,,
VB,aaksayahin,,
VB,aksyunan,,
VB,inaksyunan,,
VB,aaksyunan,,
VB,aktuhan,,
VB,inaktuhan,,
VB,aaktuhan,,
VB,akuin,,
VB,inako,,
VB,aakuin,,
VB,akyatan,,
VB,inakyat,,
VB,aakyatin,,
VB,akyatin,,
VB,alagaan,,
VB,inalagaan,,
VB,aalagaan,,
VB,inalala,,
VB,aalalahanin,,
VB,alalahanin,,
VB,alalayan,,
VB,inalalayan,,
VB,aalalayan,,
VB,alamin,,
VB,inalam,,
VB,aalamin,,
VB,alayan,,
VB,inlayana,,
VB,aalayan,,
VB,alilain,,
VB,inalila,,
VB,aalilain,,
VB,alipinin,,
VB,aalipinin,,
VB,inalipin,,
VB,aalipustahin,,
VB,inalipusta,,
VB,alipustahin,,
VB,alisan,,
VB,aalisan,,
VB,aalisin,,
VB,inalisan,,
VB,alisin,,
VB,aliwin,,
VB,inaliw,,
VB,aaliwin,,
VB,almusalin,,
VB,aalmusalin,,
VB,inalmusal,,
VB,alsahin,,
VB,inalsa,,
VB,aalsahin,,
VB,alugin,,
VB,inalog,,
VB,aalugin,,
VB,alukin,,
VB,inalok,,
VB,aalukin,,
VB,inamag,,
VB,aamagin,,
VB,amagin,,
VB,ambagan,,
VB,inambagan,,
VB,aambagan,,
VB,inamin,,
VB,aminin,,
VB,aaminin,,
VB,inampon,,
VB,ampunin,,
VB,aampunin,,
VB,inamo,,
VB,aamuin,,
VB,amuin,,
VB,amuyan,,
VB,inamoy,,
VB,aamuyin,,
VB,amuyin,,
VB,inanay,,
VB,aanayin,,
VB,anayin,,
VB,andoon,,
VB,inangat,,
VB,aangatin,,
VB,angatin,,
VB,anghangan,,
VB,inanghangan,,
VB,aanghangan,,
VB,angkatin,,
VB,inangkat,,
VB,aangkatin,,
VB,inangkin,,
VB,aangkinin,,
VB,angkinin,,
VB,aanhin,,
VB,anhin,,
VB,anihan,,
VB,aninagin,,
VB,aaninagin,,
VB,inaninag,,
VB,aninuhan,,
VB,anitan,,
VB,anitin,,
VB,antabayanan,,
VB,aantabayan,,
VB,inantabayanan,,
VB,aantalahin,,
VB,antalahin,,
VB,aantayin,,
VB,inantay,,
VB,antayin,,
VB,antigin,,
VB,aantigin,,
VB,inantig,,
VB,inantok,,
VB,aantukin,,
VB,antukin,,
VB,anuhin,,
VB,aanuhin,,
VB,aanurin,,
VB,anurin,,
VB,aapakan,,
VB,inapaka,,
VB,apakan,,
VB,apatin,,
VB,aapatin,,
VB,inapat,,
VB,aapawan,,
VB,inapawa,,
VB,apawan,,
VB,aapelahan,,
VB,inapelahan,,
VB,apelahan,,
VB,aapihin,,
VB,inapi,,
VB,apihin,,
VB,aaprobahan,,
VB,inapruba,,
VB,aprobahan,,
VB,aapurahin,,
VB,inapura,,
VB,apurahin,,
VB,apuyan,,
VB,aapuyan,,
VB,inapuyan,,
VB,apuyin,,
VB,inaral,,
VB,aaralin,,
VB,aralan,,
VB,aralin,,
VB,araruhin,,
VB,inarari,,
VB,aararuhin,,
VB,inareglo,,
VB,aaregluhin,,
VB,inaareglo,,
VB,aregluhin,,
VB,aarestuhin,,
VB,inaresto,,
VB,inaaresto,,
VB,arestuhin,,
VB,ariin,,
VB,aariin,,
VB,arkilahin,,
VB,inarkila,,
VB,inaarkila,,
VB,aarkilahin,,
VB,armasan,,
VB,inarmasan,,
VB,inaarmasan,,
VB,aarmasan,,
VB,nihan,,
VB,innihan,,
VB,anihan,,
VB,inanihan,,
VB,arugain,,
VB,inaruga,,
VB,inaaruga,,
VB,asahan,,
VB,inaasahan,,
VB,inasahan,,
VB,aasahan,,
VB,aasikasuhin,,
VB,inasikaso,,
VB,inaasikaso,,
VB,asikasuhin,,
VB,asiman,,
VB,inasiman,,
VB,aasiman,,
VB,inaasiman,,
VB,inasinan,,
VB,aasinan,,
VB,inaasinan,,
VB,asinan,,
VB,inaasinta,,
VB,inasinta,,
VB,aasintahin,,
VB,asintahin,,
VB,asiwa,,
VB,aasiwain,,
VB,naasiwa,,
VB,asmahin,,
VB,inasma,,
VB,aasmahin,,
